T(K),Z*10^-4reported,Resist.(Ohm.cm),Seebeck(uV/K),kappaZT,Resist.(400K),Seebeck(400K),Pf(W/K^2/m),ZT,kappa(W/mK),Conduct.(S/cm),CellVolume(A^3),FormulaUnitsperCell,Atomsperformulaunit,totalatomsperunitcell
300,0.85,8.93E-04,87.2,2.55E-01,23.73,-50.67,8.51E-04,0.10643673,2.4,1.12E+03,756.81,2,17,34
400,0.85,9.71E-04,107,4.72E-01,23.73,-50.67,1.18E-03,0.198167011,2.38,1.03E+03,756.81,2,17,34
700,0.85,1.07E-03,158,1.63E+00,23.73,-50.67,2.33E-03,0.6558871,2.49,9.35E+02,756.81,2,17,34
300,0.85,7.71E-04,58.2,1.32E-01,23.73,-50.67,4.39E-04,0.085031756,1.55,1.30E+03,762.5,2,17,34
400,0.85,8.36E-04,75.7,2.74E-01,23.73,-50.67,6.85E-04,0.174640844,1.57,1.20E+03,762.5,2,17,34
700,0.85,8.86E-04,127,1.27E+00,23.73,-50.67,1.82E-03,0.748267895,1.703,1.13E+03,762.5,2,17,34
300,0.85,0.0445463,279.207,5.25E-02,23.73,-50.67,1.75E-04,0.054916687,0.956,2.24E+01,248.9,3,4,12
400,0.85,0.0402203,300.119,8.96E-02,23.73,-50.67,2.24E-04,0.224057186,0.3998,2.49E+01,248.9,3,4,12
700,0.85,0.0328604,306.696,2.00E-01,23.73,-50.67,2.86E-04,0.974581824,0.2056,3.04E+01,248.9,3,4,12
300,0.85,0.0511002,-132.097,1.02E-02,23.73,-50.67,3.41E-05,0.20,4.22,1.96E+01,47.62,2,2,4
400,0.85,0.0504715,-135.054,1.45E-02,23.73,-50.67,3.61E-05,0.20,4.22,1.98E+01,47.62,2,2,4
700,0.85,0.041277,-180.753,5.54E-02,23.73,-50.67,7.92E-05,0.20,4.22,2.42E+01,47.62,2,2,4
1000,0.85,0.0239096,-218.521,2.00E-01,23.73,-50.67,2.00E-04,0.20,4.22,4.18E+01,47.62,2,2,4
300,0.85,0.0151081,-115.43,2.65E-02,23.73,-50.67,8.82E-05,0.20,4.22,6.62E+01,47.62,2,2,4
400,0.85,0.0150295,-128.468,4.39E-02,23.73,-50.67,1.10E-04,0.20,4.22,6.65E+01,47.62,2,2,4
700,0.85,0.0154224,-162.876,1.20E-01,23.73,-50.67,1.72E-04,0.20,4.22,6.48E+01,47.62,2,2,4
1000,0.85,0.010943,-204.677,3.83E-01,23.73,-50.67,3.83E-04,0.20,4.22,9.14E+01,47.62,2,2,4
300,0.85,0.0103143,-113.952,3.78E-02,23.73,-50.67,1.26E-04,0.20,4.22,9.70E+01,47.62,2,2,4
400,0.85,0.0103143,-123.495,5.91E-02,23.73,-50.67,1.48E-04,0.20,4.22,9.70E+01,47.62,2,2,4
700,0.85,0.0111002,-154.543,1.51E-01,23.73,-50.67,2.15E-04,0.20,4.22,9.01E+01,47.62,2,2,4
1000,0.85,0.00952849,-187.876,3.70E-01,23.73,-50.67,3.70E-04,0.20,4.22,1.05E+02,47.62,2,2,4
300,0.85,0.006778,-110.995,5.45E-02,23.73,-50.67,1.82E-04,0.20,4.22,1.48E+02,47.62,2,2,4
400,0.85,0.00709234,-117.177,7.74E-02,23.73,-50.67,1.94E-04,0.20,4.22,1.41E+02,47.62,2,2,4
700,0.85,0.00795678,-147.016,1.90E-01,23.73,-50.67,2.72E-04,0.20,4.22,1.26E+02,47.62,2,2,4
1000,0.85,0.00772102,-175.78,4.00E-01,23.73,-50.67,4.00E-04,0.20,4.22,1.30E+02,47.62,2,2,4
300,0.85,0.0213949,-144.866,2.94E-02,23.73,-50.67,9.81E-05,0.20,4.22,4.67E+01,47.62,2,2,4
400,0.85,0.0214735,-149.839,4.18E-02,23.73,-50.67,1.05E-04,0.20,4.22,4.66E+01,47.62,2,2,4
700,0.85,0.0221022,-177.527,9.98E-02,23.73,-50.67,1.43E-04,0.20,4.22,4.52E+01,47.62,2,2,4
1000,0.85,0.0170727,-207.5,2.52E-01,23.73,-50.67,2.52E-04,0.20,4.22,5.86E+01,47.62,2,2,4
300,0.85,0.0257653,-80.5607,7.56E-03,23.73,-50.67,2.52E-05,0.20,4.22,3.88E+01,234.85,4,5,20
400,0.85,0.0260503,-73.8318,8.37E-03,23.73,-50.67,2.09E-05,0.20,4.22,3.84E+01,234.85,4,5,20
700,0.85,0.0335085,-58.3178,7.10E-03,23.73,-50.67,1.02E-05,0.20,4.22,2.98E+01,234.85,4,5,20
1000,0.85,0.0355363,-40.1869,4.54E-03,23.73,-50.67,4.54E-06,0.20,4.22,2.81E+01,234.85,4,5,20
300,0.85,0.0154019,-110.28,2.37E-02,23.73,-50.67,7.90E-05,0.20,4.22,6.49E+01,234.85,4,5,20
400,0.85,0.0151768,-105.047,2.91E-02,23.73,-50.67,7.27E-05,0.20,4.22,6.59E+01,234.85,4,5,20
700,0.85,0.0173875,-88.5981,3.16E-02,23.73,-50.67,4.51E-05,0.20,4.22,5.75E+01,234.85,4,5,20
1000,0.85,0.0229475,-74.3925,2.41E-02,23.73,-50.67,2.41E-05,0.20,4.22,4.36E+01,234.85,4,5,20
300,0.85,0.248876,69.4361,5.81E-04,23.73,-50.67,1.94E-06,0.000528343,1.1,4.02E+00,219.13,4,5,20
300,0.85,0.00955255,-32.5663,3.33E-03,23.73,-50.67,1.11E-05,0.001753013,1.9,1.05E+02,219.13,4,5,20
300,0.85,0.0285342,-357.564,1.34E-01,23.73,-50.67,4.48E-04,0.008282179,16.23,3.50E+01,206.97,4,5,20
300,0.85,1.05E-03,-133,5.05E-01,23.73,-50.67,1.68E-03,0.063333333,7.98,9.52E+02,228.44,4,3,12
400,0.85,1.17E-03,-136,6.33E-01,23.73,-50.67,1.58E-03,0.093139486,6.795,8.55E+02,228.44,4,3,12
300,0.85,8.76E-03,-95,3.09E-02,23.73,-50.67,1.03E-04,0.005134142,6.02,1.14E+02,228.44,4,3,12
400,0.85,6.95E-03,-130,9.73E-02,23.73,-50.67,2.43E-04,0.018352111,5.3,1.44E+02,228.44,4,3,12
300,0.85,5.98E-04,-113,6.41E-01,23.73,-50.67,2.14E-03,0.075362975,8.5,1.67E+03,228.44,4,3,12
400,0.85,6.24E-04,-137,1.20E+00,23.73,-50.67,3.01E-03,0.151338494,7.95,1.60E+03,228.44,4,3,12
300,0.85,7.71E-04,-92,3.29E-01,23.73,-50.67,1.10E-03,0.039441739,8.35,1.30E+03,228.44,4,3,12
400,0.85,7.88E-04,-109,6.03E-01,23.73,-50.67,1.51E-03,0.092641543,6.51,1.27E+03,228.44,4,3,12
300,0.85,0.00122831,-119.188,3.47E-01,23.73,-50.67,1.16E-03,0.050251597,6.90444,8.14E+02,210.86,4,3,12
400,0.85,0.00141493,-137.005,5.31E-01,23.73,-50.67,1.33E-03,0.066676394,7.9584,7.07E+02,210.86,4,3,12
700,0.85,0.00203039,-168.074,9.74E-01,23.73,-50.67,1.39E-03,0.099979863,9.74108,4.93E+02,210.86,4,3,12
1000,0.85,0.00259029,-177.53,1.22E+00,23.73,-50.67,1.22E-03,0.122572444,9.92664,3.86E+02,210.86,4,3,12
300,0.85,0.00137411,-163.441,5.83E-01,23.73,-50.67,1.94E-03,0.084685557,6.88672,7.28E+02,210.86,4,3,12
400,0.85,0.0016302,-185.373,8.43E-01,23.73,-50.67,2.11E-03,0.120287894,7.00955,6.13E+02,210.86,4,3,12
700,0.85,0.00233598,-236.772,1.68E+00,23.73,-50.67,2.40E-03,0.232283937,7.2322,4.28E+02,210.86,4,3,12
1000,0.85,0.00297916,-250.86,2.11E+00,23.73,-50.67,2.11E-03,0.27533795,7.6719,3.36E+02,210.86,4,3,12
300,0.85,0.00111024,-130.766,4.62E-01,23.73,-50.67,1.54E-03,0.07963356,5.80227,9.01E+02,210.86,4,3,12
400,0.85,0.00129687,-151.928,7.12E-01,23.73,-50.67,1.78E-03,0.122115456,5.83,7.71E+02,210.86,4,3,12
700,0.85,0.0018429,-189.172,1.36E+00,23.73,-50.67,1.94E-03,0.218130295,6.23152,5.43E+02,210.86,4,3,12
1000,0.85,0.00242362,-199.4,1.64E+00,23.73,-50.67,1.64E-03,0.242232068,6.77258,4.13E+02,210.86,4,3,12
300,0.85,0.000160849,-8.13E+01,1.23E+00,23.73,-50.67,4.11E-03,0.20,4.22,6.22E+03,195.59,6,1,6
400,0.85,0.000155432,-6.93E+01,1.24E+00,23.73,-50.67,3.09E-03,0.20,4.22,6.43E+03,195.59,6,1,6
300,0.85,0.000182312,-8.08E+01,1.07E+00,23.73,-50.67,3.58E-03,0.20,4.22,5.49E+03,195.59,6,1,6
400,0.85,0.000180761,-6.85E+01,1.04E+00,23.73,-50.67,2.60E-03,0.20,4.22,5.53E+03,195.59,6,1,6
300,0.85,0.000172072,-8.53E+01,1.27E+00,23.73,-50.67,4.23E-03,0.20,4.22,5.81E+03,195.59,6,1,6
400,0.85,0.000167887,-7.29E+01,1.26E+00,23.73,-50.67,3.16E-03,0.20,4.22,5.96E+03,195.59,6,1,6
300,0.85,0.000256248,-8.13E+01,7.75E-01,23.73,-50.67,2.58E-03,0.20,4.22,3.90E+03,195.59,6,1,6
400,0.85,0.000292608,-6.91E+01,6.53E-01,23.73,-50.67,1.63E-03,0.20,4.22,3.42E+03,195.59,6,1,6
300,0.85,0.000259558,-7.52E+01,6.54E-01,23.73,-50.67,2.18E-03,0.20,4.22,3.85E+03,195.59,6,1,6
400,0.85,0.000285183,-6.16E+01,5.32E-01,23.73,-50.67,1.33E-03,0.20,4.22,3.51E+03,195.59,6,1,6
700,0.85,0.08931,8.02541,5.05E-05,23.73,-50.67,7.21E-08,0.20,4.22,1.12E+01,598.91,3,20,60
1000,0.85,0.0405007,-20.1644,1.00E-03,23.73,-50.67,1.00E-06,0.20,4.22,2.47E+01,598.91,3,20,60
300,0.85,0.513021,32.5598,6.20E-05,23.73,-50.67,2.07E-07,0.20,4.22,1.95E+00,598.91,3,20,60
400,0.85,0.172634,9.29006,2.00E-05,23.73,-50.67,5.00E-08,0.20,4.22,5.79E+00,598.91,3,20,60
700,0.85,0.0500867,-15.3459,3.29E-04,23.73,-50.67,4.70E-07,0.20,4.22,2.00E+01,598.91,3,20,60
1000,0.85,0.0281389,-24.3591,2.11E-03,23.73,-50.67,2.11E-06,0.20,4.22,3.55E+01,598.91,3,20,60
300,0.85,0.247652,-13.1349,2.09E-05,23.73,-50.67,6.97E-08,0.20,4.22,4.04E+00,598.91,3,20,60
400,0.85,0.101057,-19.922,1.57E-04,23.73,-50.67,3.93E-07,0.20,4.22,9.90E+00,598.91,3,20,60
700,0.85,0.0326349,-27.3305,1.60E-03,23.73,-50.67,2.29E-06,0.20,4.22,3.06E+01,598.91,3,20,60
1000,0.85,0.0204067,-30.2012,4.47E-03,23.73,-50.67,4.47E-06,0.20,4.22,4.90E+01,598.91,3,20,60
300,0.85,1720.91,-55.6808,5.40E-08,23.73,-50.67,1.80E-10,0.20,4.22,5.81E-04,555.64,8,7,56
400,0.85,74.0928,-45.9919,1.14E-06,23.73,-50.67,2.85E-09,0.20,4.22,1.35E-02,555.64,8,7,56
700,0.85,1.16732,-30.1768,5.46E-05,23.73,-50.67,7.80E-08,0.20,4.22,8.57E-01,555.64,8,7,56
1000,0.85,0.261071,-19.4145,1.44E-04,23.73,-50.67,1.44E-07,0.20,4.22,3.83E+00,555.64,8,7,56
300,0.85,0.0552875,-22.2738,2.69E-04,23.73,-50.67,8.97E-07,0.20,4.22,1.81E+01,221.92,4,5,20
400,0.85,0.0298067,-22.7685,6.96E-04,23.73,-50.67,1.74E-06,0.20,4.22,3.36E+01,221.92,4,5,20
700,0.85,0.0160953,-23.4352,2.39E-03,23.73,-50.67,3.41E-06,0.20,4.22,6.21E+01,221.92,4,5,20
1000,0.85,0.0127386,-23.7587,4.43E-03,23.73,-50.67,4.43E-06,0.20,4.22,7.85E+01,221.92,4,5,20
300,0.85,7.11E-04,4.08735,7.05E-04,23.73,-50.67,2.35E-06,0.000184926,3.81187,1.41E+03,1039.77,6,7,42
400,0.85,7.20E-04,7.50989,3.13E-03,23.73,-50.67,7.83E-06,0.00080099,3.91172,1.39E+03,1039.77,6,7,42
700,0.85,7.15E-04,16.5599,2.68E-02,23.73,-50.67,3.84E-05,0.006030526,4.45197,1.40E+03,1039.77,6,7,42
1000,0.85,7.23E-04,23.9118,7.91E-02,23.73,-50.67,7.91E-05,0.014946413,5.29114,1.38E+03,1039.77,6,7,42
300,0.85,7.67E-04,3.34933,4.39E-04,23.73,-50.67,1.46E-06,0.000158231,2.77301,1.30E+03,1039.77,6,7,42
400,0.85,7.83E-04,5.48011,1.53E-03,23.73,-50.67,3.84E-06,0.00049533,3.09729,1.28E+03,1039.77,6,7,42
700,0.85,8.17E-04,13.9768,1.67E-02,23.73,-50.67,2.39E-05,0.004207081,3.97842,1.22E+03,1039.77,6,7,42
1000,0.85,8.33E-04,21.1078,5.35E-02,23.73,-50.67,5.35E-05,0.011602871,4.60973,1.20E+03,1039.77,6,7,42
300,0.85,8.57E-04,6.30124,1.39E-03,23.73,-50.67,4.63E-06,0.000654096,2.12496,1.17E+03,1039.77,6,7,42
400,0.85,8.87E-04,8.06322,2.93E-03,23.73,-50.67,7.33E-06,0.001234787,2.37444,1.13E+03,1039.77,6,7,42
700,0.85,9.46E-04,11.6892,1.01E-02,23.73,-50.67,1.44E-05,0.003449371,2.93114,1.06E+03,1039.77,6,7,42
1000,0.85,1.00E-03,14.6136,2.14E-02,23.73,-50.67,2.14E-05,0.006182272,3.45435,1.00E+03,1039.77,6,7,42
300,0.85,0.00248814,138.814,2.32E-01,23.73,-50.67,7.74E-04,0.20,4.22,4.02E+02,140.56,3,4,12
400,0.85,0.00270088,153.007,3.47E-01,23.73,-50.67,8.67E-04,0.035498382,9.76717,3.70E+02,140.56,3,4,12
700,0.85,0.00392099,203.027,7.36E-01,23.73,-50.67,1.05E-03,0.073515711,10.0099,2.55E+02,140.56,3,4,12
1000,0.85,0.00552975,265.993,1.28E+00,23.73,-50.67,1.28E-03,0.152467292,8.39186,1.81E+02,140.56,3,4,12
300,0.85,0.004761905,-53.6,1.81E-02,23.73,-50.67,6.03E-05,0.004141796,4.37,2.10E+02,187,2,7,14
400,0.85,0.005668934,-67.6,3.22E-02,23.73,-50.67,8.06E-05,0.008981679,3.59,1.76E+02,187,2,7,14
700,0.85,0.008654262,-110.3,9.84E-02,23.73,-50.67,1.41E-04,0.039679604,2.48,1.16E+02,187,2,7,14
1000,0.85,0.013333333,-167,2.09E-01,23.73,-50.67,2.09E-04,0.108941406,1.92,7.50E+01,187,2,7,14
300,0.85,0.001858736,-42.4,2.90E-02,23.73,-50.67,9.67E-05,0.005849969,4.96,5.38E+02,305,2,12,24
400,0.85,0.002173913,-57.16,6.01E-02,23.73,-50.67,1.50E-04,0.015454418,3.89,4.60E+02,305,2,12,24
700,0.85,0.004291845,-98.3,1.58E-01,23.73,-50.67,2.25E-04,0.057941815,2.72,2.33E+02,305,2,12,24
1000,0.85,0.0078125,-158,3.20E-01,23.73,-50.67,3.20E-04,0.149317383,2.14,1.28E+02,305,2,12,24
300,0.85,0.001451379,-52.14,5.62E-02,23.73,-50.67,1.87E-04,0.005392806,10.42,6.89E+02,240.63,4,5,20
400,0.85,0.001420455,-62.4,1.10E-01,23.73,-50.67,2.74E-04,0.012720218,8.62,7.04E+02,240.63,4,5,20
700,0.85,0.001709402,-110,4.96E-01,23.73,-50.67,7.08E-04,0.100710366,4.92,5.85E+02,240.63,4,5,20
1000,0.85,0.002564103,-164.9,1.06E+00,23.73,-50.67,1.06E-03,0.337735156,3.14,3.90E+02,240.63,4,5,20
300,0.85,0.007013213,-167,1.19E-01,23.73,-50.67,3.98E-04,0.20,4.22,1.43E+02,59.83,1,5,5
400,0.85,0.004427365,-188,3.19E-01,23.73,-50.67,7.98E-04,0.20,4.22,2.26E+02,59.83,1,5,5
700,0.85,0.009176669,-251,4.81E-01,23.73,-50.67,6.87E-04,0.20,4.22,1.09E+02,59.83,1,5,5
1000,0.85,0.018325859,-285,4.43E-01,23.73,-50.67,4.43E-04,0.20,4.22,5.46E+01,59.83,1,5,5
300,0.85,0.002614215,-97.6,1.09E-01,23.73,-50.67,3.64E-04,0.018590979,5.88,3.83E+02,59.83,1,5,5
400,0.85,0.001650323,-115,3.21E-01,23.73,-50.67,8.01E-04,0.060708962,5.28,6.06E+02,59.83,1,5,5
700,0.85,0.003658929,-179,6.13E-01,23.73,-50.67,8.76E-04,0.160048392,3.83,2.73E+02,59.83,1,5,5
1000,0.85,0.007932542,-221,6.16E-01,23.73,-50.67,6.16E-04,0.195461682,3.15,1.26E+02,59.83,1,5,5
300,0.85,0.00061297,-53.7,1.41E-01,23.73,-50.67,4.70E-04,0.20,4.22,1.63E+03,60,1,5,5
400,0.85,0.000533678,-64.7,3.14E-01,23.73,-50.67,7.84E-04,0.20,4.22,1.87E+03,60,1,5,5
700,0.85,0.00119206,-113,7.50E-01,23.73,-50.67,1.07E-03,0.20,4.22,8.39E+02,60,1,5,5
1000,0.85,0.002380618,-158,1.05E+00,23.73,-50.67,1.05E-03,0.20,4.22,4.20E+02,60,1,5,5
300,0.85,0.031417889,-271.305,7.03E-02,23.73,-50.67,2.34E-04,0.011567378,6.0761,3.18E+01,208.21,4,3,12
400,0.85,0.008392923,-295.891,4.17E-01,23.73,-50.67,1.04E-03,0.08031864,5.1951,1.19E+02,208.21,4,3,12
700,0.85,0.002761043,-255.058,1.65E+00,23.73,-50.67,2.36E-03,0.362358717,4.5516,3.62E+02,208.21,4,3,12
1000,0.85,0.00162668,-159.717,1.57E+00,23.73,-50.67,1.57E-03,0.243444308,6.4417,6.15E+02,208.21,4,3,12
300,0.85,0.001155085,-177.319,8.17E-01,23.73,-50.67,2.72E-03,0.118473741,6.8928,8.66E+02,208.21,4,3,12
400,0.85,0.001240099,-192.458,1.19E+00,23.73,-50.67,2.99E-03,0.203822375,5.8617,8.06E+02,208.21,4,3,12
700,0.85,0.001275479,-211.295,2.45E+00,23.73,-50.67,3.50E-03,0.508510843,4.8184,7.84E+02,208.21,4,3,12
1000,0.85,0.001142318,-172.594,2.61E+00,23.73,-50.67,2.61E-03,0.414473123,6.2917,8.75E+02,208.21,4,3,12
300,0.85,0.00065392,-139.982,8.99E-01,23.73,-50.67,3.00E-03,0.121054378,7.4261,1.53E+03,208.21,4,3,12
400,0.85,0.000727215,-158.575,1.38E+00,23.73,-50.67,3.46E-03,0.218564595,6.3283,1.38E+03,208.21,4,3,12
700,0.85,0.000907836,-188.543,2.74E+00,23.73,-50.67,3.92E-03,0.539039134,5.085,1.10E+03,208.21,4,3,12
1000,0.85,0.000960366,-174.312,3.16E+00,23.73,-50.67,3.16E-03,0.529517135,5.975,1.04E+03,208.21,4,3,12
300,0.85,0.000350664,-96.2097,7.92E-01,23.73,-50.67,2.64E-03,0.113786134,6.9595,2.85E+03,208.21,4,3,12
400,0.85,0.000395775,-110.94,1.24E+00,23.73,-50.67,3.11E-03,0.195021878,6.3783,2.53E+03,208.21,4,3,12
700,0.85,0.000566575,-146.063,2.64E+00,23.73,-50.67,3.77E-03,0.50190418,5.2517,1.77E+03,208.21,4,3,12
1000,0.85,0.000725805,-142.549,2.80E+00,23.73,-50.67,2.80E-03,0.509801867,5.4917,1.38E+03,208.21,4,3,12
300,0.85,0.031417889,-353.714,1.19E-01,23.73,-50.67,3.98E-04,0.011778524,10.1428,3.18E+01,226.87,4,3,12
400,0.85,0.008742023,-342.674,5.37E-01,23.73,-50.67,1.34E-03,0.064001427,8.395,1.14E+02,226.87,4,3,12
700,0.85,0.002797367,-284.671,2.03E+00,23.73,-50.67,2.90E-03,0.338827093,5.9849,3.57E+02,226.87,4,3,12
1000,0.85,0.001589818,-212.937,2.85E+00,23.73,-50.67,2.85E-03,0.42941353,6.6417,6.29E+02,226.87,4,3,12
300,0.85,0.00109507,-170.876,8.00E-01,23.73,-50.67,2.67E-03,0.082668744,9.6761,9.13E+02,226.87,4,3,12
400,0.85,0.001240347,-189.025,1.15E+00,23.73,-50.67,2.88E-03,0.140320851,8.2117,8.06E+02,226.87,4,3,12
700,0.85,0.001348732,-228.446,2.71E+00,23.73,-50.67,3.87E-03,0.447571084,6.0517,7.41E+02,226.87,4,3,12
1000,0.85,0.001214574,-210.789,3.66E+00,23.73,-50.67,3.66E-03,0.603500311,6.0617,8.23E+02,226.87,4,3,12
300,0.85,0.000615745,-131.398,8.41E-01,23.73,-50.67,2.80E-03,0.083623065,10.0594,1.62E+03,226.87,4,3,12
400,0.85,0.000691477,-148.254,1.27E+00,23.73,-50.67,3.18E-03,0.146507724,8.6783,1.45E+03,226.87,4,3,12
700,0.85,0.00087395,-193.681,3.00E+00,23.73,-50.67,4.29E-03,0.465705367,6.4517,1.14E+03,226.87,4,3,12
1000,0.85,0.000951602,-196.196,4.05E+00,23.73,-50.67,4.05E-03,0.651557074,6.2083,1.05E+03,226.87,4,3,12
300,0.85,0.000337249,-78.184,5.44E-01,23.73,-50.67,1.81E-03,0.061376527,8.8594,2.97E+03,226.87,4,3,12
400,0.85,0.000364333,-89.0283,8.70E-01,23.73,-50.67,2.18E-03,0.105970331,8.2117,2.74E+03,226.87,4,3,12
700,0.85,0.000473698,-129.304,2.47E+00,23.73,-50.67,3.53E-03,0.370509064,6.6684,2.11E+03,226.87,4,3,12
1000,0.85,0.000586514,-150.706,3.87E+00,23.73,-50.67,3.87E-03,0.620411774,6.2417,1.71E+03,226.87,4,3,12
300,0.85,0.045864406,50.1234,1.64E-03,23.73,-50.67,5.48E-06,0.20,4.22,2.18E+01,147.11,2,6.77,13.54
400,0.85,0.041030186,58.0016,3.28E-03,23.73,-50.67,8.20E-06,0.20,4.22,2.44E+01,147.11,2,6.77,13.54
700,0.85,0.028737366,84.2826,1.73E-02,23.73,-50.67,2.47E-05,0.20,4.22,3.48E+01,147.11,2,6.77,13.54
1000,0.85,0.026053065,118.607,5.40E-02,23.73,-50.67,5.40E-05,0.20,4.22,3.84E+01,147.11,2,6.77,13.54
300,0.85,0.04077738,62.1344,2.84E-03,23.73,-50.67,9.47E-06,0.20,4.22,2.45E+01,147.11,2,6.77,13.54
400,0.85,0.037831785,70.013,5.18E-03,23.73,-50.67,1.30E-05,0.20,4.22,2.64E+01,147.11,2,6.77,13.54
700,0.85,0.02510973,88.58,2.19E-02,23.73,-50.67,3.12E-05,0.20,4.22,3.98E+01,147.11,2,6.77,13.54
1000,0.85,0.019086118,123.896,8.04E-02,23.73,-50.67,8.04E-05,0.20,4.22,5.24E+01,147.11,2,6.77,13.54
300,0.85,0.059608255,59.7107,1.79E-03,23.73,-50.67,5.98E-06,0.20,4.22,1.68E+01,147.11,2,6.77,13.54
400,0.85,0.038675593,68.4692,4.85E-03,23.73,-50.67,1.21E-05,0.20,4.22,2.59E+01,147.11,2,6.77,13.54
700,0.85,0.020697677,92.437,2.89E-02,23.73,-50.67,4.13E-05,0.20,4.22,4.83E+01,147.11,2,6.77,13.54
1000,0.85,0.015040127,126.87,1.07E-01,23.73,-50.67,1.07E-04,0.20,4.22,6.65E+01,147.11,2,6.77,13.54
300,0.85,0.043094346,65.3296,2.97E-03,23.73,-50.67,9.90E-06,0.20,4.22,2.32E+01,147.11,2,6.77,13.54
400,0.85,0.03725033,73.0975,5.74E-03,23.73,-50.67,1.43E-05,0.20,4.22,2.68E+01,147.11,2,6.77,13.54
700,0.85,0.022970024,95.0781,2.75E-02,23.73,-50.67,3.94E-05,0.20,4.22,4.35E+01,147.11,2,6.77,13.54
1000,0.85,0.01759148,131.717,9.86E-02,23.73,-50.67,9.86E-05,0.20,4.22,5.68E+01,147.11,2,6.77,13.54
300,0.85,0.000508654,21.5075,2.73E-02,23.73,-50.67,9.09E-05,0.014074574,1.9384,1.97E+03,269.41,1,15.3,15.3
400,0.85,0.000551923,27.071,5.31E-02,23.73,-50.67,1.33E-04,0.025225214,2.1055,1.81E+03,269.41,1,15.3,15.3
700,0.85,0.000693269,51.22,2.65E-01,23.73,-50.67,3.78E-04,0.098456051,2.6905,1.44E+03,269.41,1,15.3,15.3
1000,0.85,0.000814423,69.9615,6.01E-01,23.73,-50.67,6.01E-04,0.188309984,3.1915,1.23E+03,269.41,1,15.3,15.3
300,0.85,0.000690385,27.2882,3.24E-02,23.73,-50.67,1.08E-04,0.022591533,1.4323,1.45E+03,816.76,3,15,45
400,0.85,0.000736538,30.9869,5.21E-02,23.73,-50.67,1.30E-04,0.032042529,1.6274,1.36E+03,816.76,3,15,45
700,0.85,0.000877885,47.6766,1.81E-01,23.73,-50.67,2.59E-04,0.077021527,2.3532,1.14E+03,816.76,3,15,45
1000,0.85,0.000961538,57.4673,3.43E-01,23.73,-50.67,3.43E-04,0.119165632,2.8822,1.04E+03,816.76,3,15,45
300,0.85,0.00065,22.6264,2.36E-02,23.73,-50.67,7.88E-05,0.015874132,1.4885,1.54E+03,807.22,3,15,45
400,0.85,0.000673077,28.1894,4.72E-02,23.73,-50.67,1.18E-04,0.025493657,1.8524,1.49E+03,807.22,3,15,45
700,0.85,0.000759615,45.2526,1.89E-01,23.73,-50.67,2.70E-04,0.068003082,2.775,1.32E+03,807.22,3,15,45
1000,0.85,0.000825962,53.9242,3.52E-01,23.73,-50.67,3.52E-04,0.103044764,3.4165,1.21E+03,807.22,3,15,45
300,0.85,0.000618269,8.26675,3.32E-03,23.73,-50.67,1.11E-05,0.001935215,1.7135,1.62E+03,801.34,3,16,48
400,0.85,0.000511538,9.16846,6.57E-03,23.73,-50.67,1.64E-05,0.002820619,2.3304,1.95E+03,801.34,3,16,48
700,0.85,0.000456731,20.8232,6.65E-02,23.73,-50.67,9.49E-05,0.015683881,4.2372,2.19E+03,801.34,3,16,48
1000,0.85,0.000468269,33.2249,2.36E-01,23.73,-50.67,2.36E-04,0.039452953,5.9752,2.14E+03,801.34,3,16,48
300,0.85,0.000831731,47.8006,8.24E-02,23.73,-50.67,2.75E-04,0.061143091,1.3479,1.20E+03,853.58,6,9,54
400,0.85,0.001025,61.5689,1.48E-01,23.73,-50.67,3.70E-04,0.103404799,1.4306,9.76E+02,853.58,6,9,54
700,0.85,0.00168846,105.3,4.60E-01,23.73,-50.67,6.57E-04,0.256694711,1.7908,5.92E+02,853.58,6,9,54
1000,0.85,0.00217885,132.993,8.12E-01,23.73,-50.67,8.12E-04,0.39819721,2.0386,4.59E+02,853.58,6,9,54
300,0.85,0.003705584,-82.6524,5.53E-02,23.73,-50.67,1.84E-04,0.015401826,3.5909,2.70E+02,213.57,4,5,20
400,0.85,0.003996595,-100.786,1.02E-01,23.73,-50.67,2.54E-04,0.032308362,3.1467,2.50E+02,213.57,4,5,20
700,0.85,0.004997002,-119.707,2.01E-01,23.73,-50.67,2.87E-04,0.090646689,2.2145,2.00E+02,213.57,4,5,20
1000,0.85,0.005189333,-96.0071,1.78E-01,23.73,-50.67,1.78E-04,0.096459952,1.8414,1.93E+02,213.57,4,5,20
300,0.85,0.007290755,-49.1829,9.95E-03,23.73,-50.67,3.32E-05,0.20,4.22,1.37E+02,215.14,4,5,20
400,0.85,0.006446871,-55.3822,1.90E-02,23.73,-50.67,4.76E-05,0.20,4.22,1.55E+02,215.14,4,5,20
700,0.85,0.006657302,-59.9632,3.78E-02,23.73,-50.67,5.40E-05,0.20,4.22,1.50E+02,215.14,4,5,20
1000,0.85,0.007892598,-80.4739,8.21E-02,23.73,-50.67,8.21E-05,0.20,4.22,1.27E+02,215.14,4,5,20
300,0.85,0.017755745,-86.6384,1.27E-02,23.73,-50.67,4.23E-05,0.20,4.22,5.63E+01,215.14,4,5,20
400,0.85,0.015133951,-91.2314,2.20E-02,23.73,-50.67,5.50E-05,0.20,4.22,6.61E+01,215.14,4,5,20
